Time,Susceptible,Infected,Recovered,Deaths,Country
2020-05-05,32095833,6773110,2574514,784970,Algeria
2020-05-06,31066502,7407830,2875387,878709,Algeria
2020-05-07,30528928,7734626,3036095,928778,Algeria
2020-05-08,29977819,8065840,3203754,981013,Algeria
2020-05-09,28840103,8736157,3560124,1092042,Algeria
2020-05-10,28256006,9072685,3748884,1150852,Algeria
2020-05-11,27663396,9408479,3944695,1211858,Algeria
2020-05-12,27063484,9742359,4147532,1275053,Algeria
2020-05-13,25846517,10399864,4574095,1407951,Algeria
2020-05-14,25231801,10721340,4797677,1477609,Algeria
2020-05-15,24614460,11036605,5027996,1549366,Algeria
2020-05-16,23376390,11644669,5508346,1699022,Algeria
2020-05-17,22757861,11935661,5758077,1776827,Algeria
2020-05-18,22141108,12216827,6013948,1856545,Algeria
2020-05-19,20917141,12746530,6543292,2021465,Algeria
2020-05-20,20311989,12993601,6816311,2106525,Algeria
2020-05-21,19712738,13227913,7094560,2193215,Algeria
2020-05-22,18535874,13655796,7665624,2371133,Algeria
2020-05-23,17960186,13848242,7957828,2462171,Algeria
2020-05-24,17394247,14025678,8254043,2554459,Algeria
2020-05-25,16295281,14333743,8857069,2742335,Algeria
2020-05-26,15764040,14463588,9163115,2837685,Algeria
2020-05-27,15246122,14576856,9471641,2933808,Algeria
2020-05-28,14253605,14752578,10094409,3127835,Algeria
2020-05-29,13779914,14814985,10407994,3225534,Algeria
2020-05-30,13321068,14861098,10722683,3323577,Algeria
2020-05-31,12447078,14906953,11354098,3520298,Algeria
2020-06-01,12031502,14907930,11670211,3618784,Algeria
2020-06-02,11629905,14895084,11986204,3717234,Algeria
2020-06-03,10867715,14830311,12616725,3913676,Algeria
2020-06-04,10506637,14779558,12930727,4011505,Algeria
2020-06-05,10158571,14717332,13243555,4108969,Algeria
2020-06-06,9500430,14560728,13864760,4302508,Algeria
2020-06-07,9189819,14467464,14172696,4398447,Algeria
2020-06-08,8891147,14364956,14478578,4493747,Algeria
2020-06-09,8604128,14253742,14782212,4588345,Algeria
2020-06-10,8063879,14007313,15382018,4775218,Algeria
2020-06-11,7810047,13873136,15677855,4867388,Algeria
2020-06-12,7566666,13732333,15970779,4958650,Algeria
2020-06-13,7109978,13432839,16547332,5138278,Algeria
2020-06-14,6896018,13275127,16830714,5226568,Algeria
2020-06-15,6691200,13112746,17110686,5313794,Algeria
2020-06-16,6307613,12775849,17660022,5484943,Algeria
2020-06-17,6128137,12602252,17929224,5568814,Algeria
2020-06-18,5956393,12425822,18194691,5651522,Algeria
2020-06-19,5634612,12066218,18714215,5813382,Algeria
2020-06-20,5483817,11883903,18968195,5892512,Algeria
2020-06-21,5339238,11700471,19218289,5970429,Algeria
2020-06-22,5067135,11331892,19706779,6122621,Algeria
2020-06-23,4938801,11147544,19945184,6196898,Algeria
2020-06-24,4815378,10963455,20179648,6269946,Algeria
2020-06-25,4583872,10595818,20636467,6412271,Algeria
2020-06-26,4475309,10412644,20858902,6481572,Algeria
2020-06-27,4371225,10230141,21077412,6549649,Algeria
2020-06-28,4175604,9867818,21502818,6682187,Algeria
2020-06-29,4083645,9688311,21709798,6746673,Algeria
2020-06-30,3995322,9510099,21913019,6809987,Algeria
2020-07-01,3828837,9158087,22308348,6933154,Algeria
2020-07-02,3750327,8984529,22500539,6993033,Algeria
2020-07-03,3674753,8812747,22689136,7051791,Algeria
2020-07-04,3601965,8642839,22874181,7109443,Algeria
2020-07-05,3464182,8308993,23233776,7221476,Algeria
2020-07-06,3398930,8145205,23408408,7275884,Algeria
2020-07-07,3335946,7983593,23579652,7329236,Algeria
2020-07-08,3216369,7667098,23912137,7432823,Algeria
2020-07-09,3159591,7512293,24073459,7483084,Algeria
2020-07-10,3104711,7359822,24231555,7532340,Algeria
2020-07-11,3000374,7061936,24538230,7627886,Algeria
2020-07-12,2950806,6916529,24686890,7674202,Algeria
2020-07-13,2902910,6773468,24832486,7719563,Algeria
2020-07-14,2812012,6494302,25114643,7807471,Algeria
2020-07-15,2768970,6358130,25251284,7850042,Algeria
2020-07-16,2727522,6224175,25385021,7891709,Algeria
2020-07-17,2649425,5962686,25643940,7972376,Algeria
2020-07-18,2612810,5835014,25769201,8011402,Algeria
2020-07-19,2577854,5709285,25891716,8049572,Algeria
2020-07-20,2512546,5463733,26128732,8123416,Algeria
2020-07-21,2481570,5344318,26243398,8159141,Algeria
2020-07-22,2451614,5227156,26355569,8194088,Algeria
2020-07-23,2394638,4999479,26572603,8261706,Algeria
2020-07-24,2367557,4888910,26677555,8294405,Algeria
2020-07-25,2341373,4780487,26780187,8326380,Algeria
2020-07-26,2291582,4569964,26978665,8388217,Algeria
2020-07-27,2267918,4467810,27074594,8418105,Algeria
2020-07-28,2245038,4367692,27168374,8447322,Algeria
2020-07-29,2201525,4173455,27349648,8503799,Algeria
2020-07-30,2180839,4079280,27437224,8531084,Algeria
2020-07-31,2160833,3987031,27522813,8557750,Algeria
2020-08-01,2141483,3896681,27606455,8583809,Algeria
2020-08-02,2104653,3721565,27768053,8634155,Algeria
2020-08-03,2087127,3636744,27846088,8658468,Algeria
2020-08-04,2070164,3553711,27922331,8682222,Algeria
2020-08-05,2037839,3392895,28069592,8728101,Algeria
2020-08-06,2022436,3315056,28140685,8750251,Algeria
2020-08-07,2007512,3238892,28210135,8771888,Algeria
2020-08-08,1979025,3091478,28344251,8813673,Algeria
2020-08-09,1965424,3020171,28408989,8833843,Algeria
2020-08-10,1952228,2950426,28472228,8853545,Algeria
2020-08-11,1926983,2815509,28594344,8891591,Algeria
2020-08-12,1914901,2750280,28653290,8909956,Algeria
2020-08-13,1903159,2686498,28710873,8927896,Algeria
2020-08-14,1880636,2563163,28822084,8962544,Algeria
2020-08-15,1869826,2503553,28875776,8979272,Algeria
2020-08-16,1859300,2445274,28928236,8995617,Algeria
2020-08-17,1839064,2332577,29029592,9027195,Algeria
2020-08-18,1829352,2278079,29078548,9042447,Algeria
2020-08-19,1819905,2224784,29126387,9057352,Algeria
2020-08-20,1801781,2121716,29218790,9086140,Algeria
2020-08-21,1793093,2071901,29263396,9100038,Algeria
2020-08-22,1784647,2023206,29306963,9113611,Algeria
2020-08-23,1768458,1929089,29391066,9139814,Algeria
2020-08-24,1760704,1883627,29431641,9152455,Algeria
2020-08-25,1753170,1839203,29471256,9164798,Algeria
2020-08-26,1738740,1753387,29547689,9188611,Algeria
2020-08-27,1731834,1711957,29584543,9200093,Algeria
2020-08-28,1725125,1671486,29620516,9211300,Algeria
2020-08-29,1718609,1631954,29655625,9222239,Algeria
2020-08-30,1706136,1555633,29723326,9243331,Algeria
2020-08-31,1700168,1518806,29755956,9253497,Algeria
2020-09-01,1694372,1482843,29787795,9263417,Algeria
2020-09-02,1683277,1413434,29849176,9282540,Algeria
2020-09-03,1677967,1379953,29878753,9291755,Algeria
2020-09-04,1672808,1347261,29907611,9300746,Algeria
2020-09-05,1662928,1284180,29963241,9318078,Algeria
2020-09-06,1658196,1253755,29990047,9326430,Algeria
2020-09-07,1653595,1224049,30016204,9334579,Algeria
2020-09-08,1644772,1166729,30066635,9350291,Algeria
2020-09-09,1640539,1139080,30090943,9357865,Algeria
2020-09-10,1636419,1112083,30114669,9365256,Algeria
2020-09-11,1628499,1059978,30160435,9379515,Algeria
2020-09-12,1624689,1034837,30182509,9386392,Algeria
2020-09-13,1620974,1010281,30204064,9393108,Algeria
2020-09-14,1613808,962864,30245681,9406074,Algeria
2020-09-15,1610349,939971,30265774,9412334,Algeria
2020-09-16,1606965,917600,30285410,9418452,Algeria
2020-09-17,1600410,874364,30323374,9430280,Algeria
2020-09-18,1597243,853479,30341712,9435993,Algeria
2020-09-19,1594155,833074,30359625,9441574,Algeria
2020-09-20,1588207,793665,30394206,9452348,Algeria
2020-09-21,1585345,774645,30410891,9457546,Algeria
2020-09-22,1582556,756069,30427181,9462621,Algeria
2020-09-23,1577188,720217,30458609,9472413,Algeria
2020-09-24,1574606,702924,30473763,9477134,Algeria
2020-09-25,1572091,686041,30488553,9481742,Algeria
2020-09-26,1569641,669561,30502987,9486239,Algeria
2020-09-27,1564929,637774,30530815,9494909,Algeria
2020-09-28,1562665,622452,30544224,9499087,Algeria
2020-09-29,1560460,607499,30557305,9503162,Algeria
2020-09-30,1556222,578671,30582517,9511017,Algeria
2020-10-01,1554187,564780,30594661,9514800,Algeria
2020-10-02,1552204,551227,30606506,9518491,Algeria
2020-10-03,1548395,525104,30629327,9525601,Algeria
2020-10-04,1546565,512520,30640318,9529025,Algeria
2020-10-05,1544783,500243,30651037,9532365,Algeria
2020-10-06,1541358,476582,30671688,9538799,Algeria
2020-10-07,1539712,465183,30681634,9541898,Algeria
2020-10-08,1538109,454062,30691335,9544920,Algeria
2020-10-09,1535027,432626,30710030,9550744,Algeria
2020-10-10,1533545,422296,30719036,9553550,Algeria
2020-10-11,1532100,412216,30727823,9556288,Algeria
2020-10-12,1529318,392776,30744766,9561567,Algeria
2020-10-13,1527979,383403,30752934,9564111,Algeria
2020-10-14,1526672,374251,30760908,9566596,Algeria
2020-10-15,1524152,356587,30776297,9571390,Algeria
2020-10-16,1522936,348062,30783725,9573705,Algeria
2020-10-17,1521747,339731,30790983,9575966,Algeria
2020-10-18,1519449,323631,30805011,9580336,Algeria
2020-10-19,1518337,315850,30811791,9582449,Algeria
2020-10-20,1517253,308253,30818411,9584511,Algeria
2020-10-21,1516195,300838,30824871,9586524,Algeria
2020-10-22,1514157,286536,30837329,9590405,Algeria
2020-10-23,1513175,279642,30843334,9592276,Algeria
2020-10-24,1512218,272913,30849194,9594102,Algeria
2020-10-25,1510374,259935,30860496,9597623,Algeria
2020-10-26,1509486,253678,30865943,9599320,Algeria
2020-10-27,1508620,247572,30871259,9600976,Algeria
2020-10-28,1506951,235796,30881510,9604170,Algeria
2020-10-29,1506147,230119,30886452,9605710,Algeria
2020-10-30,1505363,224578,30891274,9607212,Algeria
2020-10-31,1504598,219170,30895980,9608678,Algeria
2020-03-22,-265475,225743,101015,15722,Andorra
2020-03-23,-272576,228243,104521,16817,Andorra
2020-03-24,-287690,233985,111661,19049,Andorra
2020-03-25,-295732,237248,115303,20187,Andorra
2020-03-26,-304107,240777,118995,21341,Andorra
2020-03-27,-321927,248683,126547,23701,Andorra
2020-03-28,-331425,253103,130417,24910,Andorra
2020-03-29,-341365,257872,134356,26141,Andorra
2020-03-30,-362761,268617,142471,28677,Andorra
2020-03-31,-374331,274688,146661,29987,Andorra
2020-04-01,-386572,281297,150952,31328,Andorra
2020-04-02,-413375,296395,159870,34115,Andorra
2020-04-03,-428113,305031,164519,35568,Andorra
2020-04-04,-460753,324892,174255,38611,Andorra
2020-04-05,-478875,336305,179366,40208,Andorra
2020-04-06,-498359,348844,184658,41862,Andorra
2020-04-07,-542313,378080,195871,45366,Andorra
2020-04-08,-567226,395161,201839,47231,Andorra
2020-04-09,-594505,414243,208084,49183,Andorra
2020-04-10,-657944,459997,221558,53394,Andorra
2020-04-11,-695228,487678,228874,55681,Andorra
2020-04-12,-737280,519524,236650,58111,Andorra
2020-04-13,-840432,600060,253881,63496,Andorra
2020-04-14,-902983,650002,263488,66498,Andorra
2020-04-15,-975938,709245,273935,69763,Andorra
2020-04-16,-1171006,872457,298205,77348,Andorra
2020-04-17,-1305702,988278,312586,81843,Andorra
2020-04-18,-1705119,1341183,348023,92918,Andorra
2020-04-19,-2025447,1631563,370840,100049,Andorra
2020-04-20,-2505914,2074839,399176,108904,Andorra
2020-04-21,-5017179,4465424,491121,137639,Andorra
2020-04-22,-10676200,9992516,591636,169053,Andorra
2020-04-01,29857031,705188,198582,48960,Angola
2020-03-29,-639825,540535,158902,36673,Antigua and Barbuda
2020-03-30,-658645,545896,169563,39470,Antigua and Barbuda
2020-03-31,-698831,558705,191250,45161,Antigua and Barbuda
2020-04-01,-720265,566194,202296,48059,Antigua and Barbuda
2020-04-02,-765948,583411,224846,53976,Antigua and Barbuda
2020-04-03,-790327,593231,236379,57002,Antigua and Barbuda
2020-04-04,-842663,615679,260055,63215,Antigua and Barbuda
2020-04-05,-870895,628525,272243,66413,Antigua and Barbuda
2020-04-06,-932358,658164,297452,73027,Antigua and Barbuda
2020-04-07,-966010,675301,310534,76460,Antigua and Barbuda
2020-04-08,-1040393,715230,337827,83621,Antigua and Barbuda
2020-04-09,-1081693,738493,352115,87370,Antigua and Barbuda
2020-04-10,-1174111,792949,382186,95261,Antigua and Barbuda
2020-04-11,-1225958,824751,398065,99427,Antigua and Barbuda
2020-04-12,-1344092,900210,431870,108297,Antigua and Barbuda
2020-04-13,-1411830,945104,449966,113045,Antigua and Barbuda
2020-04-14,-1570231,1054094,489107,123315,Antigua and Barbuda
2020-04-15,-1664059,1120986,510444,128914,Antigua and Barbuda
2020-04-16,-1893502,1290853,557636,141297,Antigua and Barbuda
2020-04-17,-2034783,1398884,583975,148208,Antigua and Barbuda
2020-04-18,-2197902,1525940,612543,155704,Antigua and Barbuda
2020-04-19,-2627240,1871811,678662,173053,Antigua and Barbuda
2020-04-20,-2923681,2118787,717845,183334,Antigua and Barbuda
2020-04-21,-3803761,2876862,814491,208693,Antigua and Barbuda
2020-04-22,-4504635,3499231,876679,225011,Antigua and Barbuda
2020-04-23,-7334942,6103159,1056004,272064,Antigua and Barbuda
2020-04-24,-10997043,9577237,1204947,311145,Antigua and Barbuda
2020-04-25,-23193569,21427302,1479395,383158,Antigua and Barbuda
2020-03-23,44094291,278430,103588,18191,Argentina
2020-03-24,44069279,295695,109526,19999,Argentina
2020-03-25,44028855,323590,119131,22925,Argentina
2020-03-26,43999833,343608,126032,25027,Argentina
2020-03-27,43952944,375939,137191,28426,Argentina
2020-03-28,43919292,399134,145206,30868,Argentina
2020-03-29,43864938,436581,158166,34815,Argentina
2020-03-30,43825939,463435,167475,37651,Argentina
2020-03-31,43762972,506771,182522,42234,Argentina
2020-04-01,43717815,537832,193327,45525,Argentina
2020-04-02,43644957,587911,210788,50844,Argentina
2020-04-03,43592756,623760,223322,54662,Argentina
2020-04-04,43537453,661715,236619,58712,Argentina
2020-04-05,43448284,722872,258092,65253,Argentina
2020-04-06,43384415,766646,273495,69944,Argentina
2020-04-07,43281472,837150,298359,77518,Argentina
2020-04-08,43207774,887585,316191,82950,Argentina
2020-04-09,43089065,968749,344970,91716,Argentina
2020-04-10,43004143,1026753,365604,98001,Argentina
2020-04-11,42867478,1119989,398893,108141,Argentina
2020-04-12,42769808,1186535,422750,115407,Argentina
2020-04-13,42612802,1293354,461219,127125,Argentina
2020-04-14,42500728,1369484,488771,135517,Argentina
2020-04-15,42382399,1449755,517943,144403,Argentina
2020-04-16,42192532,1578321,564931,158716,Argentina
2020-04-17,42057261,1669746,598540,168953,Argentina
2020-04-18,41840526,1815932,652617,185425,Argentina
2020-04-19,41686493,1919580,691238,197189,Argentina
2020-04-20,41440747,2084434,753243,216076,Argentina
2020-04-21,41266380,2201080,797488,229552,Argentina
2020-04-22,40987816,2386936,868550,251198,Argentina
2020-04-23,40790107,2518500,919252,266642,Argentina
2020-04-24,40474504,2727932,1000633,291431,Argentina
2020-04-25,40250851,2875910,1058640,309100,Argentina
2020-04-26,39894621,3110832,1151624,337422,Argentina
2020-04-27,39642843,3276281,1217798,357579,Argentina
2020-04-28,39379298,3448915,1287482,378805,Argentina
2020-04-29,38961369,3721488,1398900,412743,Argentina
2020-04-30,38667354,3912337,1477979,436830,Argentina
2020-05-01,38202768,4212311,1604157,475264,Argentina
2020-05-02,37877113,4421378,1693524,502485,Argentina
2020-05-03,37364432,4748432,1835811,545826,Argentina
2020-05-04,37006388,4975283,1936372,576457,Argentina
2020-05-05,36444807,5328434,2096137,625121,Argentina
2020-05-06,36054049,5572197,2208812,659442,Argentina
2020-05-07,35443392,5949809,2387445,713853,Argentina
2020-05-08,35020014,6209172,2513166,752148,Argentina
2020-05-09,34583602,6474423,2644364,792111,Argentina
2020-05-10,33903148,6884497,2851615,855239,Argentina
2020-05-11,33433085,7165019,2996903,899494,Argentina
2020-05-12,32705298,7594244,3225755,969202,Argentina
2020-05-13,32206120,7884736,3385717,1017927,Argentina
2020-05-14,31438330,8324834,3636899,1094437,Argentina
2020-05-15,30914931,8619918,3811906,1147744,Argentina
2020-05-16,30114486,9063038,4085804,1231173,Argentina
2020-05-17,29571770,9357624,4275999,1289107,Argentina
2020-05-18,28746036,9796341,4572655,1379468,Argentina
2020-05-19,28188921,10085622,4777954,1442002,Argentina
2020-05-20,27627427,10371500,4989220,1506354,Argentina
2020-05-21,26778700,10792397,5317159,1606244,Argentina
2020-05-22,26209711,11066720,5543025,1675043,Argentina
2020-05-23,25353451,11467145,5892432,1781472,Argentina
2020-05-24,24781916,11725792,6132267,1854526,Argentina
2020-05-25,23925553,12099774,6502020,1967153,Argentina
2020-05-26,23356430,12338909,6754963,2044199,Argentina
2020-05-27,22507412,12680909,7143601,2162578,Argentina
2020-05-28,21945673,12896980,7408562,2243285,Argentina
2020-05-29,21111467,13201884,7814281,2366867,Argentina
2020-05-30,20562096,13391625,8089945,2450834,Argentina
2020-05-31,19750188,13654749,8510598,2578965,Argentina
2020-06-01,19218182,13815178,8795418,2665721,Argentina
2020-06-02,18694524,13963113,9083418,2753446,Argentina
2020-06-03,17926443,14160687,9520721,2886649,Argentina
2020-06-04,17427165,14275617,9815332,2976387,Argentina
2020-06-05,16699422,14421912,10261022,3112144,Argentina
2020-06-06,16228872,14501980,10560333,3203315,Argentina
2020-06-07,15544215,14597119,11012210,3340956,Argentina
2020-06-08,15101964,14644380,11314977,3433179,Argentina
2020-06-09,14459954,14691851,11770702,3571993,Argentina
2020-06-10,14046211,14708376,12075177,3664736,Argentina
2020-06-11,13446981,14711331,12532233,3803955,Argentina
2020-06-12,13061716,14699252,12836805,3896727,Argentina
2020-06-13,12687780,14676342,13140995,3989384,Argentina
2020-06-14,12147985,14622446,13596069,4127999,Argentina
2020-06-15,11802083,14574019,13898330,4220068,Argentina
2020-06-16,11303929,14483546,14349523,4357501,Argentina
2020-06-17,10985458,14411881,14648570,4448591,Argentina
2020-06-18,10527860,14288294,15094059,4584287,Argentina
2020-06-19,10235977,14195730,15388745,4674048,Argentina
2020-06-20,9817494,14042584,15826909,4807513,Argentina
2020-06-21,9551119,13931520,16116223,4895638,Argentina
2020-06-22,9169950,13752461,16545648,5026441,Argentina
2020-06-23,8927764,13625360,16828714,5112663,Argentina
2020-06-24,8694830,13492546,17109066,5198058,Argentina
2020-06-25,8362194,13283508,17524270,5324529,Argentina
2020-06-26,8151200,13138204,17797378,5407718,Argentina
2020-06-27,7850097,12912375,18201281,5530747,Argentina
2020-06-28,7659150,12757189,18466598,5611562,Argentina
2020-06-29,7386562,12518527,18858482,5730930,Argentina
2020-06-30,7213531,12356127,19115595,5809247,Argentina
2020-07-01,6966081,12108679,19494943,5924796,Argentina
2020-07-02,6808597,11941794,19743579,6000530,Argentina
2020-07-03,6582551,11689701,20110081,6112167,Argentina
2020-07-04,6438005,11521120,20350099,6185276,Argentina
2020-07-05,6229271,11268612,20703649,6292968,Argentina
2020-07-06,6094815,11101188,20935046,6363451,Argentina
2020-07-07,5963751,10934837,21163020,6432892,Argentina
2020-07-08,5775598,10685305,21498513,6535083,Argentina
2020-07-09,5655802,10518936,21717865,6601898,Argentina
